Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0034434~sterol esterification	3	6.8181818181818175	3.658110097742583E-4	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	12	16650	101.52439024390243	0.4380024269623177	0.009251419632150704	0.6096408748639814
GOTERM_BP_FAT	GO:0034435~cholesterol esterification	3	6.8181818181818175	3.658110097742583E-4	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	12	16650	101.52439024390243	0.4380024269623177	0.009251419632150704	0.6096408748639814
GOTERM_BP_FAT	GO:0034433~steroid esterification	3	6.8181818181818175	3.658110097742583E-4	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	12	16650	101.52439024390243	0.4380024269623177	0.009251419632150704	0.6096408748639814
GOTERM_BP_FAT	GO:0006887~exocytosis	7	15.909090909090908	3.753222049250889E-4	214064_AT, 205216_S_AT, 230318_AT, 203400_S_AT, 204450_X_AT, 210929_S_AT, 205649_S_AT, 206054_AT, 214063_S_AT, 217073_X_AT, 205650_S_AT, 204551_S_AT	41	404	16650	7.0363438782902685	0.44636155580355985	0.00934091644722057	0.6254450137696432
GOTERM_BP_FAT	GO:0032940~secretion by cell	10	22.727272727272727	3.8382374274614344E-4	214064_AT, 205216_S_AT, 230318_AT, 204450_X_AT, 203400_S_AT, 219465_AT, 210929_S_AT, 205649_S_AT, 206054_AT, 214063_S_AT, 219466_S_AT, 204551_S_AT, 230914_AT, 206651_S_AT, 217073_X_AT, 205650_S_AT	41	966	16650	4.203908498712316	0.45372809874424236	0.009402988427543058	0.639569470480128
GOTERM_BP_FAT	GO:0061045~negative regulation of wound healing	4	9.090909090909092	3.997592198081889E-4	205216_S_AT, 206651_S_AT, 205649_S_AT, 206054_AT, 205650_S_AT	41	60	16650	27.073170731707318	0.46727325141855724	0.009641628604254437	0.6660395908794081
GOTERM_BP_FAT	GO:0006508~proteolysis	13	29.545454545454547	4.3549692143189986E-4	205892_S_AT, 220626_AT, 205506_AT, 205216_S_AT, 230318_AT, 210929_S_AT, 205649_S_AT, 206054_AT, 207300_S_AT, 231693_AT, 204987_AT, 204551_S_AT, 228912_AT, 243243_AT, 206256_AT, 206651_S_AT, 205650_S_AT, 209220_AT	41	1693	16650	3.1182919626006655	0.49644233746119903	0.010340964525496044	0.7253787084099961
GOTERM_BP_FAT	GO:0015914~phospholipid transport	4	9.090909090909092	4.4034829411821206E-4	205675_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	62	16650	26.199842643587726	0.5002769877405873	0.010300335319406884	0.7334313903162304
GOTERM_BP_FAT	GO:0032269~negative regulation of cellular protein metabolic process	10	22.727272727272727	4.6641560166833904E-4	205892_S_AT, 220626_AT, 205506_AT, 230318_AT, 210929_S_AT, 206054_AT, 231693_AT, 204987_AT, 204551_S_AT, 228912_AT, 243243_AT, 231310_AT, 206651_S_AT, 209220_AT	41	992	16650	4.093725413060582	0.5203870916819278	0.010747358534636597	0.7766894005075686
GOTERM_BP_FAT	GO:0033700~phospholipid efflux	3	6.8181818181818175	5.028442810937352E-4	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	14	16650	87.02090592334494	0.5471430245075732	0.011415200556636584	0.8371121452179775
GOTERM_BP_FAT	GO:1903035~negative regulation of response to wounding	4	9.090909090909092	5.777251740036313E-4	205216_S_AT, 206651_S_AT, 205649_S_AT, 206054_AT, 205650_S_AT	41	68	16650	23.88809182209469	0.5975482605719896	0.0129184044810019	0.9612053661026354
GOTERM_BP_FAT	GO:0051004~regulation of lipoprotein lipase activity	3	6.8181818181818175	5.79323586272739E-4	205216_S_AT, 204416_X_AT, 204450_X_AT, 213553_X_AT, 217073_X_AT	41	15	16650	81.21951219512195	0.5985607433024716	0.012772644642062736	0.9638526756176491
GOTERM_BP_FAT	GO:0019216~regulation of lipid metabolic process	6	13.636363636363635	5.90014480686935E-4	205892_S_AT, 230914_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 231693_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	287	16650	8.489844480326337	0.6052675388745521	0.012827394383361224	0.9815573522896193
GOTERM_BP_FAT	GO:0016042~lipid catabolic process	6	13.636363636363635	6.58000276626347E-4	205892_S_AT, 224411_AT, 231009_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 231693_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	294	16650	8.287705326032851	0.6453739924775506	0.01410089188094843	1.0940757522944544
GOTERM_BP_FAT	GO:0060192~negative regulation of lipase activity	3	6.8181818181818175	6.610785152777846E-4	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	16	16650	76.14329268292683	0.6470902676058253	0.013976316612004491	1.0991674779340488
GOTERM_BP_FAT	GO:0048878~chemical homeostasis	10	22.727272727272727	6.998297525963131E-4	214064_AT, 203400_S_AT, 204450_X_AT, 214910_S_AT, 219465_AT, 206054_AT, 214063_S_AT, 219466_S_AT, 205682_X_AT, 230914_AT, 205675_AT, 205108_S_AT, 206651_S_AT, 223579_S_AT, 206130_S_AT, 217073_X_AT	41	1049	16650	3.871282754772257	0.6679991426542895	0.014594029276211118	1.1632449639409903
GOTERM_BP_FAT	GO:0050790~regulation of catalytic activity	15	34.090909090909086	7.735730495211537E-4	205892_S_AT, 220626_AT, 205506_AT, 205216_S_AT, 230318_AT, 232267_AT, 204416_X_AT, 204450_X_AT, 205476_AT, 219465_AT, 210929_S_AT, 244276_AT, 206054_AT, 231693_AT, 213553_X_AT, 204987_AT, 219466_S_AT, 204551_S_AT, 228912_AT, 243243_AT, 217073_X_AT, 209220_AT	41	2357	16650	2.5844138373500836	0.704429841761261	0.01590957170267382	1.2850761128395116
GOTERM_BP_FAT	GO:0009719~response to endogenous stimulus	12	27.27272727272727	7.91492873075227E-4	205506_AT, 229292_AT, 204450_X_AT, 219465_AT, 210929_S_AT, 244276_AT, 207300_S_AT, 219466_S_AT, 204551_S_AT, 228912_AT, 230914_AT, 243243_AT, 206256_AT, 231310_AT, 205108_S_AT, 223579_S_AT, 217073_X_AT, 209220_AT	41	1548	16650	3.1480431083380602	0.7126616602964757	0.016065586717180724	1.3146600855737822
GOTERM_BP_FAT	GO:0019218~regulation of steroid metabolic process	4	9.090909090909092	7.997048895189148E-4	204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	76	16650	21.373555840821567	0.7163570635560408	0.016024565724591877	1.3282145804654588
GOTERM_BP_FAT	GO:0031100~organ regeneration	4	9.090909090909092	7.997048895189148E-4	204450_X_AT, 219465_AT, 206651_S_AT, 207300_S_AT, 219466_S_AT, 217073_X_AT	41	76	16650	21.373555840821567	0.7163570635560408	0.016024565724591877	1.3282145804654588
GOTERM_BP_FAT	GO:0043691~reverse cholesterol transport	3	6.8181818181818175	8.403172722823456E-4	204450_X_AT, 219465_AT, 214910_S_AT, 219466_S_AT, 217073_X_AT, 205682_X_AT	41	18	16650	67.68292682926828	0.7339460298270963	0.016620532916906905	1.395222367539961
GOTERM_BP_FAT	GO:0006897~endocytosis	8	18.181818181818183	9.271654811295305E-4	214064_AT, 204416_X_AT, 203400_S_AT, 204450_X_AT, 210929_S_AT, 214063_S_AT, 213553_X_AT, 206743_S_AT, 204551_S_AT, 243243_AT, 205108_S_AT, 223579_S_AT, 206130_S_AT, 217073_X_AT, 209220_AT	41	665	16650	4.885384192187787	0.7679872645690927	0.018096297127495387	1.53837271733962
GOTERM_BP_FAT	GO:0031639~plasminogen activation	3	6.8181818181818175	9.37752319431167E-4	205216_S_AT, 206651_S_AT, 205649_S_AT, 205650_S_AT	41	19	16650	64.1206675224647	0.7718273837438823	0.018077238254990302	1.5558094469792505
GOTERM_BP_FAT	GO:0060191~regulation of lipase activity	4	9.090909090909092	9.625434232643237E-4	205216_S_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	81	16650	20.05420054200542	0.7805730647537842	0.01832676455618354	1.5966295214442705
GOTERM_BP_FAT	GO:0015748~organophosphate ester transport	4	9.090909090909092	0.0010331266548423128	205675_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	83	16650	19.57096679400529	0.8036812370854635	0.01942353020611265	1.7127620116216935
GOTERM_BP_FAT	GO:0022600~digestive system process	4	9.090909090909092	0.0011450150404579444	205892_S_AT, 205506_AT, 228912_AT, 204450_X_AT, 219465_AT, 231693_AT, 219466_S_AT, 217073_X_AT	41	86	16650	18.888258650028362	0.8354320849991768	0.021252252007391226	1.896590989969571
GOTERM_BP_FAT	GO:0006898~receptor-mediated endocytosis	6	13.636363636363635	0.0011812407969699723	214064_AT, 204416_X_AT, 203400_S_AT, 204450_X_AT, 205108_S_AT, 223579_S_AT, 214063_S_AT, 206130_S_AT, 213553_X_AT, 206743_S_AT, 217073_X_AT	41	335	16650	7.2733891518019655	0.8445690882538265	0.021662556916345443	1.9560394253771096
GOTERM_BP_FAT	GO:0009743~response to carbohydrate	5	11.363636363636363	0.0012684507105665348	230914_AT, 219465_AT, 214910_S_AT, 205108_S_AT, 206651_S_AT, 223579_S_AT, 219466_S_AT, 205682_X_AT	41	198	16650	10.254988913525498	0.8645398805393427	0.022977007130985827	2.0990167501485413
GOTERM_BP_FAT	GO:0042158~lipoprotein biosynthetic process	4	9.090909090909092	0.0014351047371234927	205675_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 219466_S_AT, 217073_X_AT	41	93	16650	17.466561762391816	0.8958489876039522	0.0256639404319553	2.3716946082032897
GOTERM_BP_FAT	GO:0033036~macromolecule localization	16	36.36363636363637	0.0014798514052264437	214064_AT, 224411_AT, 203400_S_AT, 214910_S_AT, 219466_S_AT, 205682_X_AT, 230830_AT, 231009_AT, 228912_AT, 230971_X_AT, 230914_AT, 205108_S_AT, 205892_S_AT, 205506_AT, 229292_AT, 205216_S_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 205649_S_AT, 214063_S_AT, 213553_X_AT, 231693_AT, 205675_AT, 223579_S_AT, 217073_X_AT, 205650_S_AT	41	2817	16650	2.3065534169718696	0.9029464373093057	0.026157403724529238	2.444787024213435
GOTERM_BP_FAT	GO:0045940~positive regulation of steroid metabolic process	3	6.8181818181818175	0.0015021159748028015	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	24	16650	50.762195121951216	0.9062957112045097	0.026251648144582695	2.4811363971979694
GOTERM_BP_FAT	GO:0030194~positive regulation of blood coagulation	3	6.8181818181818175	0.0016302582222241346	205216_S_AT, 206651_S_AT, 207300_S_AT	41	25	16650	48.731707317073166	0.923445467520673	0.028149020392080004	2.6900953731525568
GOTERM_BP_FAT	GO:1900048~positive regulation of hemostasis	3	6.8181818181818175	0.0016302582222241346	205216_S_AT, 206651_S_AT, 207300_S_AT	41	25	16650	48.731707317073166	0.923445467520673	0.028149020392080004	2.6900953731525568
GOTERM_BP_FAT	GO:0007167~enzyme linked receptor protein signaling pathway	9	20.454545454545457	0.0016831423834719073	205506_AT, 204450_X_AT, 210929_S_AT, 244276_AT, 207300_S_AT, 204694_AT, 204551_S_AT, 228912_AT, 230914_AT, 243243_AT, 231310_AT, 217073_X_AT, 209220_AT	41	954	16650	3.8311090658076394	0.9295732927214925	0.028734922973716492	2.7762097328631774
GOTERM_BP_FAT	GO:0065009~regulation of molecular function	16	36.36363636363637	0.0017514317238868427	205892_S_AT, 220626_AT, 205506_AT, 229292_AT, 205216_S_AT, 230318_AT, 232267_AT, 204416_X_AT, 204450_X_AT, 205476_AT, 219465_AT, 210929_S_AT, 244276_AT, 206054_AT, 231693_AT, 213553_X_AT, 204987_AT, 219466_S_AT, 204551_S_AT, 228912_AT, 243243_AT, 217073_X_AT, 209220_AT	41	2863	16650	2.269493879011441	0.936766651823225	0.02956420731260545	2.8873032520109643
GOTERM_BP_FAT	GO:0050996~positive regulation of lipid catabolic process	3	6.8181818181818175	0.0017634346293387475	205892_S_AT, 204450_X_AT, 219465_AT, 231693_AT, 219466_S_AT, 217073_X_AT	41	26	16650	46.85741088180112	0.9379528881582536	0.029448664528826773	2.9068173161701405
GOTERM_BP_FAT	GO:0050820~positive regulation of coagulation	3	6.8181818181818175	0.0017634346293387475	205216_S_AT, 206651_S_AT, 207300_S_AT	41	26	16650	46.85741088180112	0.9379528881582536	0.029448664528826773	2.9068173161701405
GOTERM_BP_FAT	GO:0042730~fibrinolysis	3	6.8181818181818175	0.0017634346293387475	205216_S_AT, 206651_S_AT, 205649_S_AT, 205650_S_AT	41	26	16650	46.85741088180112	0.9379528881582536	0.029448664528826773	2.9068173161701405
GOTERM_BP_FAT	GO:0010631~epithelial cell migration	5	11.363636363636363	0.0021265063409002466	205506_AT, 229292_AT, 205216_S_AT, 228912_AT, 204450_X_AT, 217073_X_AT, 204351_AT	41	228	16650	8.905648267008985	0.9650142219484991	0.035039614931487106	3.4953520982550224
GOTERM_BP_FAT	GO:0031647~regulation of protein stability	5	11.363636363636363	0.0021265063409002466	214064_AT, 230830_AT, 203400_S_AT, 204450_X_AT, 219465_AT, 214063_S_AT, 206130_S_AT, 219466_S_AT, 217073_X_AT	41	228	16650	8.905648267008985	0.9650142219484991	0.035039614931487106	3.4953520982550224
GOTERM_BP_FAT	GO:0090132~epithelium migration	5	11.363636363636363	0.0022298861183949427	205506_AT, 229292_AT, 205216_S_AT, 228912_AT, 204450_X_AT, 217073_X_AT, 204351_AT	41	231	16650	8.78999049730757	0.9702816989547509	0.03633392969993399	3.6623149785814935
GOTERM_BP_FAT	GO:0016485~protein processing	5	11.363636363636363	0.0024098343583274233	205216_S_AT, 206256_AT, 206651_S_AT, 205649_S_AT, 207300_S_AT, 205650_S_AT	41	236	16650	8.603761885076478	0.9776307878890881	0.03881084661409828	3.9522916766025706
GOTERM_BP_FAT	GO:0090130~tissue migration	5	11.363636363636363	0.0024469905446858433	205506_AT, 229292_AT, 205216_S_AT, 228912_AT, 204450_X_AT, 217073_X_AT, 204351_AT	41	237	16650	8.567459092312442	0.9789052941480063	0.038999888903659796	4.012064524596237
GOTERM_BP_FAT	GO:0070887~cellular response to chemical stimulus	15	34.090909090909086	0.002451168957144937	205892_S_AT, 214064_AT, 205506_AT, 229292_AT, 204450_X_AT, 205476_AT, 203400_S_AT, 210929_S_AT, 244276_AT, 207300_S_AT, 231693_AT, 214063_S_AT, 204551_S_AT, 230914_AT, 228912_AT, 211154_AT, 211155_S_AT, 243243_AT, 231310_AT, 205108_S_AT, 223579_S_AT, 206651_S_AT, 217073_X_AT, 209220_AT	41	2648	16650	2.300401591629209	0.9790440011865401	0.03867443134432813	4.018784113978802
GOTERM_BP_FAT	GO:0008203~cholesterol metabolic process	4	9.090909090909092	0.002632806026424959	204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	115	16650	14.125132555673384	0.984269248371044	0.041073438900987136	4.310459942674627
GOTERM_BP_FAT	GO:0007166~cell surface receptor signaling pathway	15	34.090909090909086	0.002644471777604927	205506_AT, 232267_AT, 204450_X_AT, 205476_AT, 210929_S_AT, 244276_AT, 205649_S_AT, 207300_S_AT, 204694_AT, 209864_AT, 204551_S_AT, 230914_AT, 228912_AT, 243243_AT, 211155_S_AT, 211154_AT, 231310_AT, 206130_S_AT, 217073_X_AT, 205650_S_AT, 209220_AT	41	2669	16650	2.282301766442168	0.9845563899078887	0.040847886102823305	4.329164491603588
GOTERM_BP_FAT	GO:0019433~triglyceride catabolic process	3	6.8181818181818175	0.0028346450367183994	205892_S_AT, 204450_X_AT, 205108_S_AT, 223579_S_AT, 231693_AT, 217073_X_AT	41	33	16650	36.91796008869179	0.9885630466728352	0.04330093396565504	4.633598786454474
GOTERM_BP_FAT	GO:1902652~secondary alcohol metabolic process	4	9.090909090909092	0.003040445990097392	204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	121	16650	13.42471275952429	0.9917372442383955	0.045931282881762514	4.9620240632817225
GOTERM_BP_FAT	GO:0045834~positive regulation of lipid metabolic process	4	9.090909090909092	0.003408257193755299	205892_S_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 231693_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	126	16650	12.89198606271777	0.9953791365144142	0.05086626644782	5.546344738404785
GOTERM_BP_FAT	GO:0030258~lipid modification	5	11.363636363636363	0.003509360060153695	205892_S_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 244276_AT, 231693_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	262	16650	7.74995345373301	0.9960615316952864	0.0518476022828942	5.706368282361563
GOTERM_BP_FAT	GO:0016125~sterol metabolic process	4	9.090909090909092	0.0036414804051641044	204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	129	16650	12.592172433352241	0.9968038221577035	0.05325159889103648	5.91510149148985
GOTERM_BP_FAT	GO:0031638~zymogen activation	3	6.8181818181818175	0.0037456680269158295	205216_S_AT, 206651_S_AT, 205649_S_AT, 205650_S_AT	41	38	16650	32.06033376123235	0.9972891782401933	0.05423340299416368	6.079398136354952
GOTERM_BP_FAT	GO:0032374~regulation of cholesterol transport	3	6.8181818181818175	0.0037456680269158295	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	38	16650	32.06033376123235	0.9972891782401933	0.05423340299416368	6.079398136354952
GOTERM_BP_FAT	GO:0032371~regulation of sterol transport	3	6.8181818181818175	0.0037456680269158295	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	38	16650	32.06033376123235	0.9972891782401933	0.05423340299416368	6.079398136354952
GOTERM_BP_FAT	GO:0032102~negative regulation of response to external stimulus	5	11.363636363636363	0.0037542443474846603	205216_S_AT, 204450_X_AT, 206651_S_AT, 205649_S_AT, 206054_AT, 217073_X_AT, 205650_S_AT	41	267	16650	7.604823239243628	0.9973256850008614	0.05386031804004954	6.092910375676041
GOTERM_BP_FAT	GO:0051604~protein maturation	5	11.363636363636363	0.0039583470977873035	205216_S_AT, 206256_AT, 206651_S_AT, 205649_S_AT, 207300_S_AT, 205650_S_AT	41	271	16650	7.492574925749258	0.9980632971046268	0.056199478495514765	6.413941320761585
GOTERM_BP_FAT	GO:0008202~steroid metabolic process	5	11.363636363636363	0.004223929739541465	204416_X_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT, 204694_AT	41	276	16650	7.356839872746553	0.9987275095017383	0.05933020786101573	6.830128627380838
GOTERM_BP_FAT	GO:0006066~alcohol metabolic process	5	11.363636363636363	0.004558287891756221	204416_X_AT, 214261_S_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	282	16650	7.200311364815775	0.9992502089497413	0.06332190085890488	7.351617977637193
GOTERM_BP_FAT	GO:0009892~negative regulation of metabolic process	14	31.818181818181817	0.00464849639537716	205892_S_AT, 220626_AT, 205506_AT, 230318_AT, 204416_X_AT, 214910_S_AT, 219465_AT, 210929_S_AT, 205649_S_AT, 206054_AT, 231693_AT, 213553_X_AT, 204987_AT, 219466_S_AT, 205682_X_AT, 204551_S_AT, 228912_AT, 243243_AT, 231310_AT, 206651_S_AT, 205650_S_AT, 209220_AT	41	2522	16650	2.254308427303147	0.999349943613583	0.06397414051358696	7.491842945855643
GOTERM_BP_FAT	GO:0072376~protein activation cascade	4	9.090909090909092	0.005146974697915142	205216_S_AT, 205649_S_AT, 207300_S_AT, 206054_AT, 205650_S_AT	41	146	16650	11.12596057467424	0.9997046705211982	0.0699958594154858	8.263113740215044
GOTERM_BP_FAT	GO:0051130~positive regulation of cellular component organization	9	20.454545454545457	0.006322623161357493	214064_AT, 205506_AT, 229292_AT, 204450_X_AT, 203400_S_AT, 210929_S_AT, 205649_S_AT, 214063_S_AT, 204551_S_AT, 230830_AT, 228912_AT, 243243_AT, 206651_S_AT, 217073_X_AT, 205650_S_AT, 209220_AT	41	1183	16650	3.0894996185802936	0.9999541321243076	0.08460977387399315	10.058260869149894
GOTERM_BP_FAT	GO:0071495~cellular response to endogenous stimulus	9	20.454545454545457	0.006386307377095452	205506_AT, 229292_AT, 204450_X_AT, 210929_S_AT, 244276_AT, 204551_S_AT, 228912_AT, 230914_AT, 243243_AT, 231310_AT, 205108_S_AT, 223579_S_AT, 217073_X_AT, 209220_AT	41	1185	16650	3.0842852732324793	0.9999585361936505	0.08471045529973997	10.154553725179994
GOTERM_BP_FAT	GO:0090303~positive regulation of wound healing	3	6.8181818181818175	0.006409470960057016	205216_S_AT, 206651_S_AT, 207300_S_AT	41	50	16650	24.365853658536583	0.9999600310320204	0.08429810597671217	10.189553862512579
GOTERM_BP_FAT	GO:1901700~response to oxygen-containing compound	10	22.727272727272727	0.006927922931598643	205892_S_AT, 205476_AT, 214261_S_AT, 214910_S_AT, 219465_AT, 210929_S_AT, 207300_S_AT, 231693_AT, 219466_S_AT, 205682_X_AT, 204551_S_AT, 230914_AT, 205108_S_AT, 206651_S_AT, 223579_S_AT	41	1466	16650	2.7701061458090708	0.9999824323434113	0.09007383426102888	10.969587742798236
GOTERM_BP_FAT	GO:0007586~digestion	4	9.090909090909092	0.006979213365172748	205892_S_AT, 205506_AT, 228912_AT, 204450_X_AT, 219465_AT, 231693_AT, 219466_S_AT, 217073_X_AT	41	163	16650	9.965584318419872	0.9999838048563081	0.08997238562822596	11.046409248403622
GOTERM_BP_FAT	GO:0032101~regulation of response to external stimulus	7	15.909090909090908	0.007049777394833597	205216_S_AT, 204450_X_AT, 210929_S_AT, 206651_S_AT, 205649_S_AT, 207300_S_AT, 206054_AT, 217073_X_AT, 205650_S_AT, 204551_S_AT	41	721	16650	3.9426947667534935	0.9999855197161159	0.09010844077036528	11.151996411461962
GOTERM_BP_FAT	GO:0009749~response to glucose	4	9.090909090909092	0.0070975396207659065	230914_AT, 219465_AT, 214910_S_AT, 206651_S_AT, 219466_S_AT, 205682_X_AT	41	164	16650	9.904818560380727	0.9999865762359106	0.08996568795692028	11.223397640381961
GOTERM_BP_FAT	GO:0001667~ameboidal-type cell migration	5	11.363636363636363	0.007098633126078239	205506_AT, 229292_AT, 205216_S_AT, 228912_AT, 204450_X_AT, 217073_X_AT, 204351_AT	41	320	16650	6.345274390243903	0.9999865995003618	0.08926364136983511	11.22503172342817
GOTERM_BP_FAT	GO:0010903~negative regulation of very-low-density lipoprotein particle remodeling	2	4.545454545454546	0.00719033729196319	204450_X_AT, 219465_AT, 219466_S_AT, 217073_X_AT	41	3	16650	270.7317073170732	0.9999884137552301	0.08965473423853154	11.361969546479312
GOTERM_BP_FAT	GO:0031099~regeneration	4	9.090909090909092	0.007582793796806573	204450_X_AT, 219465_AT, 206651_S_AT, 207300_S_AT, 219466_S_AT, 217073_X_AT	41	168	16650	9.66898954703833	0.9999937841664023	0.09359192605379507	11.945767271026442
GOTERM_BP_FAT	GO:0009746~response to hexose	4	9.090909090909092	0.007707109126899678	230914_AT, 219465_AT, 214910_S_AT, 206651_S_AT, 219466_S_AT, 205682_X_AT	41	169	16650	9.611776591138694	0.9999948971724372	0.09432147039373406	12.12993703144426
GOTERM_BP_FAT	GO:1903036~positive regulation of response to wounding	3	6.8181818181818175	0.00798487711002678	205216_S_AT, 206651_S_AT, 207300_S_AT	41	56	16650	21.755226480836235	0.9999967166948308	0.09681502626202809	12.540134915684376
GOTERM_BP_FAT	GO:0034284~response to monosaccharide	4	9.090909090909092	0.008346836052082486	230914_AT, 219465_AT, 214910_S_AT, 206651_S_AT, 219466_S_AT, 205682_X_AT	41	174	16650	9.335576114381833	0.999998152059665	0.1002258674361104	13.071961847285307
GOTERM_BP_FAT	GO:0044242~cellular lipid catabolic process	4	9.090909090909092	0.009433955283413769	205892_S_AT, 204450_X_AT, 219465_AT, 205108_S_AT, 223579_S_AT, 231693_AT, 219466_S_AT, 217073_X_AT	41	182	16650	8.925221120343071	0.9999996715925025	0.11173415992794056	14.651047571966346
GOTERM_BP_FAT	GO:0051241~negative regulation of multicellular organismal process	8	18.181818181818183	0.009850877534972624	205216_S_AT, 204416_X_AT, 204450_X_AT, 219465_AT, 210929_S_AT, 206054_AT, 205649_S_AT, 213553_X_AT, 219466_S_AT, 204551_S_AT, 206651_S_AT, 217073_X_AT, 205650_S_AT	41	1017	16650	3.1944744226203325	0.9999998307783681	0.11553478973910347	15.249458252177583
GOTERM_BP_FAT	GO:0046470~phosphatidylcholine metabolic process	3	6.8181818181818175	0.010955154028005289	204416_X_AT, 204450_X_AT, 219465_AT, 213553_X_AT, 219466_S_AT, 217073_X_AT	41	66	16650	18.458980044345896	0.9999999708139712	0.12675887646296347	16.815428436439916
GOTERM_BP_FAT	GO:0022603~regulation of anatomical structure morphogenesis	8	18.181818181818183	0.011684296710827031	205506_AT, 229292_AT, 205216_S_AT, 228912_AT, 230914_AT, 204450_X_AT, 243243_AT, 206651_S_AT, 205649_S_AT, 217073_X_AT, 205650_S_AT, 209220_AT	41	1051	16650	3.0911327191292846	0.9999999908647373	0.13367667398205885	17.834467196460114
GOTERM_BP_FAT	GO:0071310~cellular response to organic substance	12	27.27272727272727	0.011837413707331814	205506_AT, 229292_AT, 205476_AT, 204450_X_AT, 210929_S_AT, 244276_AT, 204551_S_AT, 228912_AT, 230914_AT, 243243_AT, 211155_S_AT, 211154_AT, 231310_AT, 205108_S_AT, 206651_S_AT, 223579_S_AT, 217073_X_AT, 209220_AT	41	2186	16650	2.2292638296922767	0.9999999928428441	0.13434636401368494	18.046964724560578
GOTERM_BP_FAT	GO:0034196~acylglycerol transport	2	4.545454545454546	0.011955864453341455	205216_S_AT, 205675_AT	41	5	16650	162.43902439024393	0.9999999940742539	0.134640607645088	18.21099745957686
GOTERM_BP_FAT	GO:0034197~triglyceride transport	2	4.545454545454546	0.011955864453341455	205216_S_AT, 205675_AT	41	5	16650	162.43902439024393	0.9999999940742539	0.134640607645088	18.21099745957686
GOTERM_BP_FAT	GO:0010901~regulation of very-low-density lipoprotein particle remodeling	2	4.545454545454546	0.011955864453341455	204450_X_AT, 219465_AT, 219466_S_AT, 217073_X_AT	41	5	16650	162.43902439024393	0.9999999940742539	0.134640607645088	18.21099745957686
GOTERM_BP_FAT	GO:0030100~regulation of endocytosis	4	9.090909090909092	0.012501069750812182	214064_AT, 204416_X_AT, 203400_S_AT, 243243_AT, 210929_S_AT, 214063_S_AT, 213553_X_AT, 204551_S_AT, 209220_AT	41	202	16650	8.041535860903164	0.9999999975157329	0.13937866487034123	18.9620354088757
GOTERM_BP_FAT	GO:0070201~regulation of establishment of protein localization	7	15.909090909090908	0.012844198998246023	205506_AT, 230830_AT, 229292_AT, 228912_AT, 230914_AT, 204450_X_AT, 219465_AT, 205649_S_AT, 219466_S_AT, 217073_X_AT, 205650_S_AT	41	820	16650	3.466686496133254	0.9999999985629211	0.14194546312319556	19.431377454203435
